district,year,window_start,window_end,district_mm,district_mm_lag1,district_mm_lag2,district_first3d,district_first5d,district_max1d,district_max3d,district_p90,api_start
Sahibzada Ajit Singh Nagar,2018,2018-09-13,2018-09-23,31.437,73.515,56.642,8.089,8.089,23.348,23.348,6.691,67.079
Sangrur,2018,2018-09-13,2018-09-23,18.091,30.46,6.736,8.086,8.086,10.005,10.005,8.278,23.474
Shahid Bhagat Singh Nagar,2018,2018-09-13,2018-09-23,25.34,103.687,63.726,17.072,20.141,9.384,17.072,7.858,89.428
Tarn Taran,2018,2018-09-13,2018-09-23,0.873,32.462,4.97,0.479,0.837,0.358,0.602,0.255,29.061
Amritsar,2018,2018-09-23,2018-09-30,268.747,0.66,21.176,260.459,260.459,192.28,260.459,113.765,10.766
Barnala,2018,2018-09-23,2018-09-30,124.213,1.466,16.626,124.213,124.213,65.513,124.213,48.711,15.754
Bathinda,2018,2018-09-23,2018-09-30,53.767,0.093,3.474,53.767,53.767,40.898,53.767,22.046,3.907
Faridkot,2018,2018-09-23,2018-09-30,64.623,0.0,2.265,64.623,64.623,40.637,64.623,29.761,2.822
Fatehgarh Sahib,2018,2018-09-23,2018-09-30,164.262,22.218,19.676,163.94,163.94,55.696,163.94,55.077,48.763
Firozpur,2018,2018-09-23,2018-09-30,39.01,0.056,2.361,38.451,38.451,25.307,38.451,17.199,2.069
Gurdaspur,2018,2018-09-23,2018-09-30,253.405,4.732,28.433,249.829,249.829,166.657,249.829,112.288,25.723
Hoshiarpur,2018,2018-09-23,2018-09-30,242.582,3.305,60.62,240.223,240.223,98.361,240.223,86.44,48.161
Jalandhar,2018,2018-09-23,2018-09-30,205.021,1.715,39.378,202.32,202.32,84.948,202.32,76.804,28.313
Kapurthala,2018,2018-09-23,2018-09-30,239.456,1.814,57.236,237.725,237.725,109.826,237.725,102.67,33.086
Ludhiana,2018,2018-09-23,2018-09-30,173.721,4.94,52.695,173.118,173.118,88.158,173.118,68.801,40.532
Mansa,2018,2018-09-23,2018-09-30,42.555,2.841,1.086,42.555,42.555,30.441,42.555,17.791,4.891
Moga,2018,2018-09-23,2018-09-30,96.523,0.437,7.718,94.421,94.421,58.348,94.421,40.791,9.566
Muktsar,2018,2018-09-23,2018-09-30,56.565,0.0,4.258,56.565,56.565,39.921,56.565,25.604,3.185
Patiala,2018,2018-09-23,2018-09-30,153.361,25.518,13.678,153.361,153.361,54.047,153.361,51.998,47.833
Rupnagar,2018,2018-09-23,2018-09-30,221.516,12.293,72.691,221.338,221.338,97.845,221.338,92.323,65.565
Sahibzada Ajit Singh Nagar,2018,2018-09-23,2018-09-30,130.855,23.348,31.134,130.786,130.786,49.858,130.786,47.451,50.01
Sangrur,2018,2018-09-23,2018-09-30,120.382,10.005,12.091,120.381,120.381,52.596,120.381,41.478,21.322
Shahid Bhagat Singh Nagar,2018,2018-09-23,2018-09-30,184.29,8.268,43.857,184.19,184.19,88.618,184.19,75.722,44.956
Tarn Taran,2018,2018-09-23,2018-09-30,225.147,0.394,15.584,220.012,220.012,153.002,220.012,94.177,10.556
Amritsar,2019,2019-06-15,2019-06-25,14.53,2.035,0.159,4.209,9.575,5.364,9.573,4.996,2.665
Barnala,2019,2019-06-15,2019-06-25,20.085,0.534,0.432,1.354,19.869,17.313,18.667,2.95,1.861
Bathinda,2019,2019-06-15,2019-06-25,26.762,2.37,0.045,1.004,25.451,18.392,24.447,7.289,3.759
Faridkot,2019,2019-06-15,2019-06-25,27.201,2.802,0.0,3.35,21.717,18.1,21.45,6.746,4.801
Fatehgarh Sahib,2019,2019-06-15,2019-06-25,22.416,4.525,2.311,0.457,20.461,20.004,20.461,3.76,4.72
Firozpur,2019,2019-06-15,2019-06-25,15.062,0.699,0.231,3.204,10.726,6.837,10.041,4.537,2.413
Gurdaspur,2019,2019-06-15,2019-06-25,15.342,2.9,3.078,0.494,14.782,14.288,14.782,1.914,3.819
Hoshiarpur,2019,2019-06-15,2019-06-25,7.165,1.556,5.286,1.398,6.736,5.338,6.736,1.79,4.214
Jalandhar,2019,2019-06-15,2019-06-25,15.435,2.164,3.014,1.314,8.052,7.383,8.052,6.802,4.105
Kapurthala,2019,2019-06-15,2019-06-25,9.359,1.285,3.115,0.656,7.786,7.13,7.786,2.129,3.442
Ludhiana,2019,2019-06-15,2019-06-25,22.974,2.34,1.756,3.69,11.256,11.718,11.719,7.98,3.209
Mansa,2019,2019-06-15,2019-06-25,21.193,0.092,0.006,2.216,20.693,14.887,18.477,4.72,1.316
Moga,2019,2019-06-15,2019-06-25,17.363,0.837,1.257,2.131,5.6,11.763,11.763,4.298,2.198
Muktsar,2019,2019-06-15,2019-06-25,28.931,1.074,0.0,4.143,28.15,22.926,27.069,6.021,2.582
Patiala,2019,2019-06-15,2019-06-25,24.495,2.637,0.228,0.179,24.477,23.983,24.298,2.682,2.94
Rupnagar,2019,2019-06-15,2019-06-25,6.213,6.069,6.488,0.031,4.478,4.447,4.682,1.754,8.266
Sahibzada Ajit Singh Nagar,2019,2019-06-15,2019-06-25,7.269,7.139,7.245,0.07,3.899,3.829,4.146,3.036,9.736
Sangrur,2019,2019-06-15,2019-06-25,17.873,1.276,0.003,0.246,17.214,14.6,16.968,3.591,2.791
Shahid Bhagat Singh Nagar,2019,2019-06-15,2019-06-25,3.471,2.658,7.914,0.12,2.262,2.142,2.262,1.302,5.788
Tarn Taran,2019,2019-06-15,2019-06-25,12.756,0.869,0.675,1.905,6.414,6.342,6.486,4.563,2.272
Amritsar,2019,2019-06-25,2019-07-05,0.894,14.53,2.035,0.289,0.289,0.605,0.605,0.321,9.205
Barnala,2019,2019-06-25,2019-07-05,15.663,20.085,0.534,14.815,14.815,14.791,14.815,2.128,11.3
Bathinda,2019,2019-06-25,2019-07-05,9.915,26.762,2.37,1.808,1.815,7.876,8.1,2.414,16.049
Faridkot,2019,2019-06-25,2019-07-05,11.573,27.201,2.802,1.226,1.226,10.347,10.347,1.927,16.89
Fatehgarh Sahib,2019,2019-06-25,2019-07-05,35.656,22.416,4.525,20.589,20.589,20.589,20.589,14.749,13.898
Firozpur,2019,2019-06-25,2019-07-05,4.38,15.062,0.699,1.467,1.478,2.89,2.902,1.309,9.435
Gurdaspur,2019,2019-06-25,2019-07-05,4.112,15.342,2.9,0.328,0.328,1.59,2.788,1.237,9.547
Hoshiarpur,2019,2019-06-25,2019-07-05,13.5,7.165,1.556,9.722,9.722,9.29,9.722,2.621,5.231
Jalandhar,2019,2019-06-25,2019-07-05,2.581,15.435,2.164,1.162,1.162,1.161,1.162,0.787,10.96
Kapurthala,2019,2019-06-25,2019-07-05,1.236,9.359,1.285,0.982,0.982,0.982,0.982,0.264,6.418
Ludhiana,2019,2019-06-25,2019-07-05,25.414,22.974,2.34,16.052,16.052,16.052,16.052,6.605,15.271
Mansa,2019,2019-06-25,2019-07-05,6.325,21.193,0.092,0.567,0.606,5.719,5.719,1.075,11.808
Moga,2019,2019-06-25,2019-07-05,7.266,17.363,0.837,2.137,2.137,3.033,5.123,2.147,12.103
Muktsar,2019,2019-06-25,2019-07-05,7.194,28.931,1.074,0.312,0.312,6.882,6.882,0.941,16.076
Patiala,2019,2019-06-25,2019-07-05,9.134,24.495,2.637,5.702,5.702,5.686,5.702,2.601,14.047
Rupnagar,2019,2019-06-25,2019-07-05,60.932,6.213,6.069,36.942,36.942,36.942,36.942,22.814,6.519
Sahibzada Ajit Singh Nagar,2019,2019-06-25,2019-07-05,26.849,7.269,7.139,12.29,12.29,13.879,14.303,12.449,7.922
Sangrur,2019,2019-06-25,2019-07-05,9.084,17.873,1.276,8.643,8.643,8.524,8.643,1.203,10.717
Shahid Bhagat Singh Nagar,2019,2019-06-25,2019-07-05,38.017,3.471,2.658,26.872,26.872,26.872,26.872,12.392,4.09
Tarn Taran,2019,2019-06-25,2019-07-05,0.804,12.756,0.869,0.281,0.281,0.446,0.523,0.206,8.64
Amritsar,2019,2019-07-05,2019-07-15,97.713,0.894,14.53,24.58,30.196,30.276,65.578,24.261,3.811
Barnala,2019,2019-07-05,2019-07-15,44.163,15.663,20.085,0.675,0.739,13.373,30.05,12.165,10.31
Bathinda,2019,2019-07-05,2019-07-15,27.301,9.915,26.762,14.682,16.337,13.843,15.498,6.393,12.843
Faridkot,2019,2019-07-05,2019-07-15,20.134,11.573,27.201,12.754,13.93,9.419,12.754,3.897,14.836
Fatehgarh Sahib,2019,2019-07-05,2019-07-15,125.32,35.656,22.416,10.708,21.041,40.249,74.056,27.428,27.628
Firozpur,2019,2019-07-05,2019-07-15,15.63,4.38,15.062,5.738,6.786,4.609,8.277,3.083,6.244
Gurdaspur,2019,2019-07-05,2019-07-15,77.472,4.112,15.342,26.422,44.667,17.61,28.607,15.245,6.601
Hoshiarpur,2019,2019-07-05,2019-07-15,98.266,13.5,7.165,12.972,35.627,36.447,44.264,23.421,9.017
Jalandhar,2019,2019-07-05,2019-07-15,80.675,2.581,15.435,3.678,10.605,27.897,54.123,16.714,5.502
Kapurthala,2019,2019-07-05,2019-07-15,99.607,1.236,9.359,7.69,15.974,42.238,68.236,17.98,2.809
Ludhiana,2019,2019-07-05,2019-07-15,84.297,25.414,22.974,1.023,8.773,24.325,57.182,20.803,19.874
Mansa,2019,2019-07-05,2019-07-15,14.81,6.325,21.193,0.531,2.957,10.361,11.442,3.219,8.991
Moga,2019,2019-07-05,2019-07-15,50.521,7.266,17.363,14.659,19.766,10.521,20.233,8.978,8.946
Muktsar,2019,2019-07-05,2019-07-15,11.943,7.194,28.931,7.419,7.837,7.416,7.834,2.948,11.303
Patiala,2019,2019-07-05,2019-07-15,97.137,9.134,24.495,14.856,15.991,33.968,58.399,23.18,10.223
Rupnagar,2019,2019-07-05,2019-07-15,136.547,60.932,6.213,20.904,36.626,46.785,69.312,29.584,40.065
Sahibzada Ajit Singh Nagar,2019,2019-07-05,2019-07-15,139.564,26.849,7.269,33.972,42.522,33.585,61.939,26.313,21.971
Sangrur,2019,2019-07-05,2019-07-15,40.506,9.084,17.873,5.38,5.455,20.739,28.005,8.406,7.429
Shahid Bhagat Singh Nagar,2019,2019-07-05,2019-07-15,123.347,38.017,3.471,6.149,26.872,33.766,62.535,23.077,22.941
Tarn Taran,2019,2019-07-05,2019-07-15,101.983,0.804,12.756,25.871,29.629,31.107,68.797,22.177,3.543
Amritsar,2019,2019-07-15,2019-07-25,38.951,97.713,0.894,22.799,30.752,12.009,22.799,8.359,73.674
Barnala,2019,2019-07-15,2019-07-25,121.388,44.163,15.663,117.362,117.685,41.85,117.362,40.746,39.745
Bathinda,2019,2019-07-15,2019-07-25,183.926,27.301,9.915,172.986,174.518,95.487,172.986,72.463,21.973
Faridkot,2019,2019-07-15,2019-07-25,142.912,20.134,11.573,131.385,131.386,75.856,131.385,50.268,17.577
Fatehgarh Sahib,2019,2019-07-15,2019-07-25,115.576,125.32,35.656,112.3,112.838,78.022,112.3,33.577,105.72
Firozpur,2019,2019-07-15,2019-07-25,88.624,15.63,4.38,68.821,75.009,35.749,69.608,28.705,13.464
Gurdaspur,2019,2019-07-15,2019-07-25,19.903,77.472,4.112,8.661,14.562,6.162,9.963,5.657,51.632
Hoshiarpur,2019,2019-07-15,2019-07-25,36.645,98.266,13.5,9.106,23.265,12.777,21.031,6.624,74.586
Jalandhar,2019,2019-07-15,2019-07-25,47.003,80.675,2.581,36.643,42.143,26.002,36.643,11.17,65.411
Kapurthala,2019,2019-07-15,2019-07-25,51.1,99.607,1.236,31.741,46.27,19.455,31.741,15.022,78.128
Ludhiana,2019,2019-07-15,2019-07-25,77.064,84.297,25.414,68.212,73.322,41.92,68.212,21.639,75.478
Mansa,2019,2019-07-15,2019-07-25,87.762,14.81,6.325,85.476,87.345,42.687,85.476,38.822,16.399
Moga,2019,2019-07-15,2019-07-25,81.571,50.521,7.266,61.389,61.589,23.546,61.389,22.454,37.413
Muktsar,2019,2019-07-15,2019-07-25,169.348,11.943,7.194,144.88,156.026,88.505,151.76,55.749,11.677
Patiala,2019,2019-07-15,2019-07-25,146.464,97.137,9.134,137.541,137.906,72.242,137.541,46.146,77.362
Rupnagar,2019,2019-07-15,2019-07-25,48.028,136.547,60.932,25.447,42.455,14.317,25.447,12.488,113.666
Sahibzada Ajit Singh Nagar,2019,2019-07-15,2019-07-25,65.159,139.564,26.849,59.606,61.607,41.579,59.606,17.53,105.157
Sangrur,2019,2019-07-15,2019-07-25,98.21,40.506,9.084,90.678,91.54,38.445,90.678,29.271,36.439
Shahid Bhagat Singh Nagar,2019,2019-07-15,2019-07-25,53.835,123.347,38.017,29.865,45.844,17.468,29.865,15.23,99.279
Tarn Taran,2019,2019-07-15,2019-07-25,50.539,101.983,0.804,36.139,45.209,16.988,36.139,10.872,77.275
Amritsar,2019,2019-07-25,2019-08-04,67.689,38.951,97.713,19.343,27.029,32.914,39.59,17.132,46.336
Barnala,2019,2019-07-25,2019-08-04,26.284,121.388,44.163,1.056,12.092,10.641,14.08,7.87,67.165
Bathinda,2019,2019-07-25,2019-08-04,26.708,183.926,27.301,14.5,22.798,14.306,19.355,5.894,92.893
Faridkot,2019,2019-07-25,2019-08-04,41.84,142.912,20.134,14.212,20.548,17.588,21.292,13.329,72.999
Fatehgarh Sahib,2019,2019-07-25,2019-08-04,49.673,115.576,125.32,11.05,14.662,20.777,26.607,9.398,84.446
Firozpur,2019,2019-07-25,2019-08-04,62.695,88.624,15.63,15.3,31.511,22.18,28.853,11.85,49.126
Gurdaspur,2019,2019-07-25,2019-08-04,130.577,19.903,77.472,33.183,38.661,62.77,90.618,25.133,29.307
Hoshiarpur,2019,2019-07-25,2019-08-04,193.227,36.645,98.266,33.38,38.398,72.052,148.018,63.825,48.117
Jalandhar,2019,2019-07-25,2019-08-04,120.371,47.003,80.675,26.603,41.934,51.482,76.692,21.967,44.392
Kapurthala,2019,2019-07-25,2019-08-04,149.51,51.1,99.607,29.996,45.058,69.147,101.366,29.404,52.473
Ludhiana,2019,2019-07-25,2019-08-04,67.435,77.064,84.297,11.791,23.884,23.493,40.92,16.708,59.963
Mansa,2019,2019-07-25,2019-08-04,15.351,87.762,14.81,3.896,14.643,7.386,11.192,3.763,45.461
Moga,2019,2019-07-25,2019-08-04,63.057,81.571,50.521,21.381,33.543,15.702,27.083,10.065,54.708
Muktsar,2019,2019-07-25,2019-08-04,82.174,169.348,11.943,18.268,41.244,34.314,39.832,18.695,85.761
Patiala,2019,2019-07-25,2019-08-04,52.928,146.464,97.137,11.229,24.457,20.665,22.939,13.286,91.025
Rupnagar,2019,2019-07-25,2019-08-04,93.039,48.028,136.547,23.967,34.509,20.661,45.686,17.532,63.992
Sahibzada Ajit Singh Nagar,2019,2019-07-25,2019-08-04,56.045,65.159,139.564,18.753,22.92,17.255,21.809,11.174,64.984
Sangrur,2019,2019-07-25,2019-08-04,45.97,98.21,40.506,5.547,22.762,15.447,23.121,14.818,57.033
Shahid Bhagat Singh Nagar,2019,2019-07-25,2019-08-04,66.351,53.835,123.347,16.571,21.817,24.487,38.167,9.365,61.929
Tarn Taran,2019,2019-07-25,2019-08-04,92.254,50.539,101.983,38.632,47.004,26.901,42.852,26.146,52.015
Amritsar,2019,2019-08-04,2019-08-14,35.82,67.689,38.951,0.0,5.4,10.592,20.681,9.984,64.308
Barnala,2019,2019-08-04,2019-08-14,13.992,26.284,121.388,0.233,0.236,13.621,13.75,1.572,43.804
Bathinda,2019,2019-08-04,2019-08-14,8.514,26.708,183.926,1.047,1.483,5.188,7.031,2.132,46.985
Faridkot,2019,2019-08-04,2019-08-14,18.555,41.84,142.912,0.4,2.528,10.668,16.027,5.533,54.115
Fatehgarh Sahib,2019,2019-08-04,2019-08-14,16.744,49.673,115.576,10.46,11.342,9.785,11.298,2.817,68.167
Firozpur,2019,2019-08-04,2019-08-14,17.357,62.695,88.624,1.099,2.234,7.722,14.355,6.628,59.917
Gurdaspur,2019,2019-08-04,2019-08-14,60.522,130.577,19.903,1.896,7.033,23.275,28.39,16.497,98.159
Hoshiarpur,2019,2019-08-04,2019-08-14,108.928,193.227,36.645,13.69,33.4,40.313,61.823,21.678,158.54
Jalandhar,2019,2019-08-04,2019-08-14,65.159,120.371,47.003,3.037,9.801,28.555,31.58,24.225,101.337
Kapurthala,2019,2019-08-04,2019-08-14,91.154,149.51,51.1,6.118,19.986,34.809,36.569,34.62,127.302
Ludhiana,2019,2019-08-04,2019-08-14,36.401,67.435,77.064,2.629,5.286,19.455,20.666,7.624,72.417
Mansa,2019,2019-08-04,2019-08-14,6.002,15.351,87.762,3.146,3.146,3.139,3.146,2.88,24.135
Moga,2019,2019-08-04,2019-08-14,26.856,63.057,81.571,5.077,7.476,13.875,16.605,5.873,58.329
Muktsar,2019,2019-08-04,2019-08-14,10.941,82.174,169.348,0.541,2.392,6.316,8.549,2.641,86.444
Patiala,2019,2019-08-04,2019-08-14,8.746,52.928,146.464,2.836,2.86,3.506,3.67,2.682,70.499
Rupnagar,2019,2019-08-04,2019-08-14,47.669,93.039,48.028,12.232,15.623,23.022,32.444,11.813,88.204
Sahibzada Ajit Singh Nagar,2019,2019-08-04,2019-08-14,23.787,56.045,65.159,7.021,7.344,9.65,12.597,5.19,62.535
Sangrur,2019,2019-08-04,2019-08-14,11.783,45.97,98.21,2.121,2.258,8.941,9.33,2.803,54.213
Shahid Bhagat Singh Nagar,2019,2019-08-04,2019-08-14,45.014,66.351,53.835,4.635,6.171,24.229,33.854,10.85,70.037
Tarn Taran,2019,2019-08-04,2019-08-14,58.358,92.254,50.539,2.187,9.212,25.589,29.284,19.558,77.58
Amritsar,2019,2019-08-14,2019-08-24,83.829,35.82,67.689,8.985,77.068,48.736,72.342,22.286,49.291
Barnala,2019,2019-08-14,2019-08-24,80.211,13.992,26.284,0.635,79.329,78.293,79.175,8.484,29.118
Bathinda,2019,2019-08-14,2019-08-24,45.776,8.514,26.708,1.266,45.476,42.314,44.24,5.938,23.711
Faridkot,2019,2019-08-14,2019-08-24,22.675,18.555,41.84,4.165,22.675,17.043,18.51,5.453,34.115
Fatehgarh Sahib,2019,2019-08-14,2019-08-24,143.285,16.744,49.673,7.24,123.227,107.41,135.119,27.96,33.486
Firozpur,2019,2019-08-14,2019-08-24,14.533,17.357,62.695,3.181,13.939,7.415,11.193,3.75,35.671
Gurdaspur,2019,2019-08-14,2019-08-24,129.864,60.522,130.577,44.15,117.883,52.286,79.25,33.374,82.615
Hoshiarpur,2019,2019-08-14,2019-08-24,153.796,108.928,193.227,17.127,138.732,118.873,133.937,20.845,129.532
Jalandhar,2019,2019-08-14,2019-08-24,166.058,65.159,120.371,17.852,145.821,113.133,140.176,24.666,86.984
Kapurthala,2019,2019-08-14,2019-08-24,202.089,91.154,149.51,27.229,173.119,108.878,162.339,44.199,115.818
Ludhiana,2019,2019-08-14,2019-08-24,154.62,36.401,67.435,4.769,143.875,136.654,148.541,22.157,55.557
Mansa,2019,2019-08-14,2019-08-24,39.167,6.002,15.351,3.539,39.037,32.443,35.498,6.383,12.774
Moga,2019,2019-08-14,2019-08-24,73.09,26.856,63.057,11.361,69.473,40.536,61.21,19.872,42.22
Muktsar,2019,2019-08-14,2019-08-24,19.03,10.941,82.174,3.571,19.03,14.792,15.459,4.693,38.684
Patiala,2019,2019-08-14,2019-08-24,130.774,8.746,52.928,15.476,115.253,90.978,112.713,20.74,31.077
Rupnagar,2019,2019-08-14,2019-08-24,193.999,47.669,93.039,10.099,161.875,144.779,182.374,42.016,60.653
Sahibzada Ajit Singh Nagar,2019,2019-08-14,2019-08-24,156.395,23.787,56.045,33.39,127.019,82.468,122.274,34.027,37.473
Sangrur,2019,2019-08-14,2019-08-24,89.618,11.783,45.97,2.371,86.943,80.893,86.122,11.4,29.387
Shahid Bhagat Singh Nagar,2019,2019-08-14,2019-08-24,176.444,45.014,66.351,3.916,155.148,149.555,171.744,33.416,55.341
Tarn Taran,2019,2019-08-14,2019-08-24,107.955,58.358,92.254,12.906,95.527,52.774,89.551,32.14,74.877
Amritsar,2019,2019-08-24,2019-09-03,19.135,83.829,35.82,1.828,1.828,13.046,13.07,5.118,64.931
Barnala,2019,2019-08-24,2019-09-03,8.872,80.211,13.992,0.015,0.015,7.125,7.125,2.271,57.475
Bathinda,2019,2019-08-24,2019-09-03,6.397,45.776,8.514,0.0,0.03,5.665,5.708,1.16,35.021
