date,dam,level_value,level_unit,storage_value,storage_unit,pct_capacity,source_url
2017-09-04,Ranjit Sagar,521.31,m,1.841,BCM,78.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-05,Ranjit Sagar,521.55,m,1.841,BCM,78.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-06,Ranjit Sagar,521.61,m,1.841,BCM,78.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-07,Ranjit Sagar,521.69,m,1.841,BCM,78.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-08,Ranjit Sagar,521.81,m,1.88,BCM,80.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-09,Ranjit Sagar,521.82,m,1.88,BCM,80.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-10,Ranjit Sagar,521.87,m,1.88,BCM,80.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-11,Ranjit Sagar,522.0,m,1.88,BCM,80.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-12,Ranjit Sagar,522.04,m,1.88,BCM,80.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-13,Ranjit Sagar,521.93,m,1.88,BCM,80.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-14,Ranjit Sagar,521.73,m,1.88,BCM,80.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-15,Ranjit Sagar,521.52,m,1.841,BCM,78.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-16,Ranjit Sagar,521.39,m,1.841,BCM,78.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-17,Ranjit Sagar,521.16,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-18,Ranjit Sagar,520.98,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-19,Ranjit Sagar,520.98,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-20,Ranjit Sagar,520.56,m,1.76,BCM,75.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-21,Ranjit Sagar,520.36,m,1.76,BCM,75.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-22,Ranjit Sagar,520.17,m,1.721,BCM,73.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-23,Ranjit Sagar,520.07,m,1.721,BCM,73.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-24,Ranjit Sagar,520.03,m,1.721,BCM,73.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-25,Ranjit Sagar,520.04,m,1.721,BCM,73.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-26,Ranjit Sagar,519.89,m,1.721,BCM,73.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-27,Ranjit Sagar,519.56,m,1.69,BCM,72.1,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-28,Ranjit Sagar,519.56,m,1.69,BCM,72.1,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-29,Ranjit Sagar,519.36,m,1.69,BCM,72.1,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-30,Ranjit Sagar,519.13,m,1.66,BCM,70.82,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-01,Ranjit Sagar,498.98,m,0.583,BCM,24.87,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-02,Ranjit Sagar,498.83,m,0.583,BCM,24.87,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-03,Ranjit Sagar,499.06,m,0.583,BCM,24.87,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-04,Ranjit Sagar,499.25,m,0.583,BCM,24.87,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-05,Ranjit Sagar,499.52,m,0.603,BCM,25.73,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-06,Ranjit Sagar,499.88,m,0.621,BCM,26.49,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-07,Ranjit Sagar,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-08,Ranjit Sagar,500.46,m,0.646,BCM,27.56,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-09,Ranjit Sagar,500.83,m,0.67,BCM,28.58,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-10,Ranjit Sagar,501.18,m,0.67,BCM,28.58,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-11,Ranjit Sagar,501.5,m,0.695,BCM,29.65,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-12,Ranjit Sagar,501.78,m,0.719,BCM,30.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-13,Ranjit Sagar,502.05,m,0.719,BCM,30.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-14,Ranjit Sagar,502.19,m,0.719,BCM,30.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-15,Ranjit Sagar,502.45,m,0.744,BCM,31.74,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-16,Ranjit Sagar,502.62,m,0.744,BCM,31.74,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-17,Ranjit Sagar,502.79,m,0.768,BCM,32.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-18,Ranjit Sagar,502.97,m,0.768,BCM,32.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-19,Ranjit Sagar,503.05,m,0.768,BCM,32.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-20,Ranjit Sagar,502.96,m,0.768,BCM,32.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-21,Ranjit Sagar,502.84,m,0.768,BCM,32.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-22,Ranjit Sagar,502.54,m,0.744,BCM,31.74,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-23,Ranjit Sagar,502.3,m,0.719,BCM,30.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-24,Ranjit Sagar,502.21,m,0.719,BCM,30.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-25,Ranjit Sagar,502.03,m,0.719,BCM,30.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-26,Ranjit Sagar,501.8,m,0.719,BCM,30.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-27,Ranjit Sagar,501.55,m,0.695,BCM,29.65,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-28,Ranjit Sagar,501.48,m,0.695,BCM,29.65,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-29,Ranjit Sagar,503.06,m,0.768,BCM,32.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-06-30,Ranjit Sagar,504.62,m,0.842,BCM,35.92,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-01,Ranjit Sagar,504.91,m,0.866,BCM,36.95,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-02,Ranjit Sagar,504.98,m,0.866,BCM,36.95,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-03,Ranjit Sagar,505.15,m,0.866,BCM,36.95,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-04,Ranjit Sagar,505.42,m,0.892,BCM,38.05,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-05,Ranjit Sagar,505.66,m,0.892,BCM,38.05,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-06,Ranjit Sagar,505.89,m,0.915,BCM,39.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-07,Ranjit Sagar,506.07,m,0.915,BCM,39.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-08,Ranjit Sagar,506.11,m,0.915,BCM,39.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-09,Ranjit Sagar,506.02,m,0.915,BCM,39.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-10,Ranjit Sagar,506.0,m,0.915,BCM,39.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-11,Ranjit Sagar,505.94,m,0.915,BCM,39.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-12,Ranjit Sagar,506.09,m,0.915,BCM,39.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-13,Ranjit Sagar,506.15,m,0.915,BCM,39.04,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-14,Ranjit Sagar,506.36,m,0.939,BCM,40.06,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-15,Ranjit Sagar,506.67,m,0.939,BCM,40.06,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-16,Ranjit Sagar,506.73,m,0.939,BCM,40.06,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-17,Ranjit Sagar,506.74,m,0.964,BCM,41.13,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-18,Ranjit Sagar,506.92,m,0.964,BCM,41.13,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-19,Ranjit Sagar,507.17,m,0.964,BCM,41.13,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-20,Ranjit Sagar,507.26,m,0.964,BCM,41.13,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-21,Ranjit Sagar,507.29,m,0.964,BCM,41.13,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-22,Ranjit Sagar,507.39,m,0.988,BCM,42.15,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-23,Ranjit Sagar,507.49,m,0.988,BCM,42.15,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-24,Ranjit Sagar,507.69,m,0.988,BCM,42.15,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-25,Ranjit Sagar,507.83,m,1.013,BCM,43.22,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-26,Ranjit Sagar,508.19,m,1.013,BCM,43.22,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-27,Ranjit Sagar,508.96,m,1.061,BCM,45.26,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-28,Ranjit Sagar,509.24,m,1.061,BCM,45.26,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-29,Ranjit Sagar,509.55,m,1.086,BCM,46.33,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-30,Ranjit Sagar,509.71,m,1.086,BCM,46.33,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-07-31,Ranjit Sagar,509.9,m,1.111,BCM,47.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-01,Ranjit Sagar,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-02,Ranjit Sagar,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-03,Ranjit Sagar,510.09,m,1.111,BCM,47.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-04,Ranjit Sagar,510.19,m,1.111,BCM,47.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-05,Ranjit Sagar,510.41,m,1.141,BCM,48.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-06,Ranjit Sagar,510.54,m,1.141,BCM,48.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-07,Ranjit Sagar,510.91,m,1.172,BCM,50.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-08,Ranjit Sagar,511.6,m,1.172,BCM,50.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-09,Ranjit Sagar,512.04,m,1.233,BCM,52.6,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-10,Ranjit Sagar,512.67,m,1.263,BCM,53.88,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-11,Ranjit Sagar,512.95,m,1.294,BCM,55.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-12,Ranjit Sagar,513.23,m,1.294,BCM,55.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-13,Ranjit Sagar,513.91,m,1.36,BCM,58.02,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-14,Ranjit Sagar,515.17,m,1.416,BCM,60.41,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-15,Ranjit Sagar,515.89,m,1.477,BCM,63.01,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-16,Ranjit Sagar,516.28,m,1.477,BCM,63.01,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-17,Ranjit Sagar,516.62,m,1.507,BCM,64.29,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-18,Ranjit Sagar,516.85,m,1.538,BCM,65.61,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-19,Ranjit Sagar,517.32,m,1.568,BCM,66.89,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-20,Ranjit Sagar,517.71,m,1.599,BCM,68.22,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-21,Ranjit Sagar,518.25,m,1.599,BCM,68.22,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-22,Ranjit Sagar,518.52,m,1.629,BCM,69.5,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-23,Ranjit Sagar,518.91,m,1.66,BCM,70.82,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-24,Ranjit Sagar,519.31,m,1.69,BCM,72.1,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-25,Ranjit Sagar,519.66,m,1.69,BCM,72.1,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-26,Ranjit Sagar,519.89,m,1.721,BCM,73.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-27,Ranjit Sagar,520.08,m,1.721,BCM,73.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-28,Ranjit Sagar,520.23,m,1.721,BCM,73.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-29,Ranjit Sagar,520.38,m,1.76,BCM,75.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-30,Ranjit Sagar,520.51,m,1.76,BCM,75.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-08-31,Ranjit Sagar,520.67,m,1.76,BCM,75.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-01,Ranjit Sagar,520.78,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-02,Ranjit Sagar,520.86,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-03,Ranjit Sagar,520.93,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-04,Ranjit Sagar,521.08,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-05,Ranjit Sagar,521.05,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-06,Ranjit Sagar,521.04,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-07,Ranjit Sagar,520.98,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-08,Ranjit Sagar,521.07,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-09,Ranjit Sagar,521.16,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-10,Ranjit Sagar,521.23,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-11,Ranjit Sagar,521.24,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-12,Ranjit Sagar,521.2,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-13,Ranjit Sagar,,m,,BCM,,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-14,Ranjit Sagar,521.12,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-15,Ranjit Sagar,521.02,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-16,Ranjit Sagar,520.98,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-17,Ranjit Sagar,520.95,m,1.8,BCM,76.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-18,Ranjit Sagar,520.79,m,1.76,BCM,75.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-19,Ranjit Sagar,520.59,m,1.76,BCM,75.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-20,Ranjit Sagar,520.46,m,1.76,BCM,75.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-21,Ranjit Sagar,520.28,m,1.76,BCM,75.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-22,Ranjit Sagar,520.15,m,1.721,BCM,73.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-23,Ranjit Sagar,520.36,m,1.76,BCM,75.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-24,Ranjit Sagar,524.8,m,2.118,BCM,90.36,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-25,Ranjit Sagar,526.12,m,2.197,BCM,93.73,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-26,Ranjit Sagar,526.58,m,2.237,BCM,95.44,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-27,Ranjit Sagar,526.84,m,2.277,BCM,97.14,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-28,Ranjit Sagar,526.95,m,2.277,BCM,97.14,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-29,Ranjit Sagar,526.93,m,2.277,BCM,97.14,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2018-09-30,Ranjit Sagar,526.92,m,2.277,BCM,97.14,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-01,Ranjit Sagar,516.54,m,1.507,BCM,64.29,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-02,Ranjit Sagar,516.37,m,1.507,BCM,64.29,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-03,Ranjit Sagar,516.17,m,1.477,BCM,63.01,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-04,Ranjit Sagar,516.2,m,1.507,BCM,64.29,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-05,Ranjit Sagar,516.02,m,1.507,BCM,64.29,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-06,Ranjit Sagar,515.79,m,1.477,BCM,63.01,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-07,Ranjit Sagar,515.53,m,1.446,BCM,61.69,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-08,Ranjit Sagar,515.23,m,1.416,BCM,60.41,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-09,Ranjit Sagar,514.95,m,1.416,BCM,60.41,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-10,Ranjit Sagar,514.63,m,1.386,BCM,59.13,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-11,Ranjit Sagar,514.25,m,1.36,BCM,58.02,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-12,Ranjit Sagar,514.02,m,1.36,BCM,58.02,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-13,Ranjit Sagar,513.78,m,1.36,BCM,58.02,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-14,Ranjit Sagar,513.48,m,1.318,BCM,56.23,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-15,Ranjit Sagar,513.23,m,1.294,BCM,55.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-16,Ranjit Sagar,513.03,m,1.294,BCM,55.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-17,Ranjit Sagar,512.87,m,1.294,BCM,55.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-18,Ranjit Sagar,512.9,m,1.294,BCM,55.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-19,Ranjit Sagar,512.66,m,1.263,BCM,53.88,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-20,Ranjit Sagar,512.35,m,1.263,BCM,53.88,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-21,Ranjit Sagar,512.21,m,1.233,BCM,52.6,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-22,Ranjit Sagar,511.88,m,1.233,BCM,52.6,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-23,Ranjit Sagar,511.69,m,1.192,BCM,50.85,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-24,Ranjit Sagar,511.72,m,1.192,BCM,50.85,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-25,Ranjit Sagar,511.65,m,1.192,BCM,50.85,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-26,Ranjit Sagar,511.57,m,1.192,BCM,50.85,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-27,Ranjit Sagar,511.51,m,1.192,BCM,50.85,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-28,Ranjit Sagar,511.35,m,1.192,BCM,50.85,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-29,Ranjit Sagar,511.0,m,1.172,BCM,50.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-06-30,Ranjit Sagar,510.69,m,1.141,BCM,48.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-01,Ranjit Sagar,510.54,m,1.141,BCM,48.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-02,Ranjit Sagar,510.55,m,1.141,BCM,48.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-03,Ranjit Sagar,510.22,m,1.111,BCM,47.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-04,Ranjit Sagar,509.75,m,1.086,BCM,46.33,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-05,Ranjit Sagar,509.79,m,1.111,BCM,47.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-06,Ranjit Sagar,509.71,m,1.086,BCM,46.33,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-07,Ranjit Sagar,509.98,m,1.111,BCM,47.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-08,Ranjit Sagar,510.1,m,1.111,BCM,47.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-09,Ranjit Sagar,510.16,m,1.111,BCM,47.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-10,Ranjit Sagar,510.58,m,1.141,BCM,48.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-11,Ranjit Sagar,510.71,m,1.141,BCM,48.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-12,Ranjit Sagar,511.09,m,1.172,BCM,50.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-13,Ranjit Sagar,511.12,m,1.172,BCM,50.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-14,Ranjit Sagar,511.07,m,1.172,BCM,50.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2019-07-15,Ranjit Sagar,511.17,m,1.172,BCM,50.0,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
