x,y,district,VV_flood,VH_flood,dVV,dVH,slope,label
477797.3686490393,3519117.4483208344,Amritsar,-7.043198108673096,-14.168299674987793,1.4105699062347412,2.5854146480560303,0.1318638175725937,0
468167.3686490393,3508767.4483208344,Amritsar,-9.480352401733398,-14.413490295410156,-2.5533995628356934,1.941970705986023,0.33986756205558777,0
479417.3686490393,3507597.4483208344,Amritsar,-8.10222053527832,-14.301219940185547,-1.1409679651260376,2.5679092407226562,0.056011397391557693,0
493457.3686490393,3522627.4483208344,Amritsar,-8.39472484588623,-14.730585098266602,-1.7235405445098877,0.5144451260566711,0.2463809996843338,0
476357.3686490393,3497787.4483208344,Amritsar,-6.313116550445557,-13.066346168518066,0.18628905713558197,2.1957035064697266,0.18664154410362244,0
461597.3686490393,3500667.4483208344,Amritsar,-3.8220951557159424,-11.963811874389648,1.1502114534378052,1.0720874071121216,0.03921014815568924,0
510197.3686490393,3511287.4483208344,Amritsar,-5.973176956176758,-12.958430290222168,1.285933017730713,2.2335498332977295,0.39951229095458984,0
514157.3686490393,3500757.4483208344,Amritsar,-8.463363647460938,-12.348169326782227,0.9404142498970032,2.9799623489379883,0.20282414555549622,0
467087.3686490393,3498867.4483208344,Amritsar,-8.22922134399414,-13.280122756958008,-0.5175318121910095,0.9250166416168213,0.0959756076335907,0
498947.3686490393,3512907.4483208344,Amritsar,-5.185916423797607,-11.067805290222168,0.7280214428901672,2.5303006172180176,0.9442905187606812,0
504707.3686490393,3495807.4483208344,Amritsar,-7.59338903427124,-13.09006118774414,1.8629940748214722,2.439162015914917,0.18713515996932983,0
474557.3686490393,3510477.4483208344,Amritsar,-7.240736961364746,-13.491064071655273,-3.2903847694396973,2.1115894317626953,0.3506864905357361,0
515417.3686490393,3496437.4483208344,Amritsar,-9.795208930969238,-14.231928825378418,-0.1858917474746704,1.8579658269882202,0.08739803731441498,0
482657.3686490393,3509757.4483208344,Amritsar,-5.701681613922119,-12.384453773498535,0.7357339262962341,1.1555906534194946,0.32535240054130554,0
530267.3686490393,3494367.4483208344,Amritsar,-10.472068786621094,-14.381587028503418,-3.579549551010132,1.6342099905014038,0.20202885568141937,0
503627.3686490393,3518487.4483208344,Amritsar,-6.98392391204834,-11.956812858581543,0.8166489601135254,2.564086675643921,0.022032732143998146,0
526487.3686490393,3494007.4483208344,Amritsar,-8.795954704284668,-13.54473876953125,-1.4117341041564941,4.329122543334961,0.10226553678512573,0
489497.3686490393,3531987.4483208344,Amritsar,-5.687168121337891,-13.042662620544434,0.7717702388763428,3.3008384704589844,0.1763761192560196,0
