date,district,acq_fraction,bbox_fraction,era
2019-08-16,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-16,Jalandhar,1.0,1.0,era_unreliable
2019-08-16,Kapurthala,1.0,1.0,era_unreliable
2019-08-16,Ludhiana,1.0,1.0,era_unreliable
2019-08-16,Mansa,1.0,1.0,era_unreliable
2019-08-16,Moga,1.0,1.0,era_unreliable
2019-08-16,Muktsar,1.0,1.0,era_unreliable
2019-08-16,Nawanshahr,1.0,1.0,era_unreliable
2019-08-16,Patiala,1.0,1.0,era_unreliable
2019-08-16,Rupnagar,1.0,1.0,era_unreliable
2019-08-16,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-16,Sangrur,1.0,1.0,era_unreliable
2019-08-16,Tarn Taran,1.0,1.0,era_unreliable
2019-08-17,Amritsar,1.0,1.0,era_unreliable
2019-08-17,Barnala,1.0,1.0,era_unreliable
2019-08-17,Bathinda,1.0,1.0,era_unreliable
2019-08-17,Faridkot,1.0,1.0,era_unreliable
2019-08-17,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-17,Firozpur,1.0,1.0,era_unreliable
2019-08-17,Gurdaspur,1.0,1.0,era_unreliable
2019-08-17,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-17,Jalandhar,1.0,1.0,era_unreliable
2019-08-17,Kapurthala,1.0,1.0,era_unreliable
2019-08-17,Ludhiana,1.0,1.0,era_unreliable
2019-08-17,Mansa,1.0,1.0,era_unreliable
2019-08-17,Moga,1.0,1.0,era_unreliable
2019-08-17,Muktsar,1.0,1.0,era_unreliable
2019-08-17,Nawanshahr,1.0,1.0,era_unreliable
2019-08-17,Patiala,1.0,1.0,era_unreliable
2019-08-17,Rupnagar,1.0,1.0,era_unreliable
2019-08-17,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-17,Sangrur,1.0,1.0,era_unreliable
2019-08-17,Tarn Taran,1.0,1.0,era_unreliable
2019-08-18,Amritsar,1.0,1.0,era_unreliable
2019-08-18,Barnala,1.0,1.0,era_unreliable
2019-08-18,Bathinda,1.0,1.0,era_unreliable
2019-08-18,Faridkot,1.0,1.0,era_unreliable
2019-08-18,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-18,Firozpur,1.0,1.0,era_unreliable
2019-08-18,Gurdaspur,1.0,1.0,era_unreliable
2019-08-18,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-18,Jalandhar,1.0,1.0,era_unreliable
2019-08-18,Kapurthala,1.0,1.0,era_unreliable
2019-08-18,Ludhiana,1.0,1.0,era_unreliable
2019-08-18,Mansa,1.0,1.0,era_unreliable
2019-08-18,Moga,1.0,1.0,era_unreliable
2019-08-18,Muktsar,1.0,1.0,era_unreliable
2019-08-18,Nawanshahr,1.0,1.0,era_unreliable
2019-08-18,Patiala,1.0,1.0,era_unreliable
2019-08-18,Rupnagar,1.0,1.0,era_unreliable
2019-08-18,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-18,Sangrur,1.0,1.0,era_unreliable
2019-08-18,Tarn Taran,1.0,1.0,era_unreliable
2019-08-19,Amritsar,1.0,1.0,era_unreliable
2019-08-19,Barnala,1.0,1.0,era_unreliable
2019-08-19,Bathinda,1.0,1.0,era_unreliable
2019-08-19,Faridkot,1.0,1.0,era_unreliable
2019-08-19,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-19,Firozpur,1.0,1.0,era_unreliable
2019-08-19,Gurdaspur,1.0,1.0,era_unreliable
2019-08-19,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-19,Jalandhar,1.0,1.0,era_unreliable
2019-08-19,Kapurthala,1.0,1.0,era_unreliable
2019-08-19,Ludhiana,1.0,1.0,era_unreliable
2019-08-19,Mansa,1.0,1.0,era_unreliable
2019-08-19,Moga,1.0,1.0,era_unreliable
2019-08-19,Muktsar,1.0,1.0,era_unreliable
2019-08-19,Nawanshahr,1.0,1.0,era_unreliable
2019-08-19,Patiala,1.0,1.0,era_unreliable
2019-08-19,Rupnagar,1.0,1.0,era_unreliable
2019-08-19,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-19,Sangrur,1.0,1.0,era_unreliable
2019-08-19,Tarn Taran,1.0,1.0,era_unreliable
2019-08-20,Amritsar,1.0,1.0,era_unreliable
2019-08-20,Barnala,1.0,1.0,era_unreliable
2019-08-20,Bathinda,1.0,1.0,era_unreliable
2019-08-20,Faridkot,1.0,1.0,era_unreliable
2019-08-20,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-20,Firozpur,1.0,1.0,era_unreliable
2019-08-20,Gurdaspur,1.0,1.0,era_unreliable
2019-08-20,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-20,Jalandhar,1.0,1.0,era_unreliable
2019-08-20,Kapurthala,1.0,1.0,era_unreliable
2019-08-20,Ludhiana,1.0,1.0,era_unreliable
2019-08-20,Mansa,1.0,1.0,era_unreliable
2019-08-20,Moga,1.0,1.0,era_unreliable
2019-08-20,Muktsar,1.0,1.0,era_unreliable
2019-08-20,Nawanshahr,1.0,1.0,era_unreliable
2019-08-20,Patiala,1.0,1.0,era_unreliable
2019-08-20,Rupnagar,1.0,1.0,era_unreliable
2019-08-20,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-20,Sangrur,1.0,1.0,era_unreliable
2019-08-20,Tarn Taran,1.0,1.0,era_unreliable
2019-08-21,Amritsar,1.0,1.0,era_unreliable
2019-08-21,Barnala,1.0,1.0,era_unreliable
2019-08-21,Bathinda,1.0,1.0,era_unreliable
2019-08-21,Faridkot,1.0,1.0,era_unreliable
2019-08-21,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-21,Firozpur,1.0,1.0,era_unreliable
2019-08-21,Gurdaspur,1.0,1.0,era_unreliable
2019-08-21,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-21,Jalandhar,1.0,1.0,era_unreliable
2019-08-21,Kapurthala,1.0,1.0,era_unreliable
2019-08-21,Ludhiana,1.0,1.0,era_unreliable
2019-08-21,Mansa,1.0,1.0,era_unreliable
2019-08-21,Moga,1.0,1.0,era_unreliable
2019-08-21,Muktsar,1.0,1.0,era_unreliable
2019-08-21,Nawanshahr,1.0,1.0,era_unreliable
2019-08-21,Patiala,1.0,1.0,era_unreliable
2019-08-21,Rupnagar,1.0,1.0,era_unreliable
2019-08-21,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-21,Sangrur,1.0,1.0,era_unreliable
2019-08-21,Tarn Taran,1.0,1.0,era_unreliable
2019-08-22,Amritsar,1.0,1.0,era_unreliable
2019-08-22,Barnala,1.0,1.0,era_unreliable
2019-08-22,Bathinda,1.0,1.0,era_unreliable
2019-08-22,Faridkot,1.0,1.0,era_unreliable
2019-08-22,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-22,Firozpur,1.0,1.0,era_unreliable
2019-08-22,Gurdaspur,1.0,1.0,era_unreliable
2019-08-22,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-22,Jalandhar,1.0,1.0,era_unreliable
2019-08-22,Kapurthala,1.0,1.0,era_unreliable
2019-08-22,Ludhiana,1.0,1.0,era_unreliable
2019-08-22,Mansa,1.0,1.0,era_unreliable
2019-08-22,Moga,1.0,1.0,era_unreliable
2019-08-22,Muktsar,1.0,1.0,era_unreliable
2019-08-22,Nawanshahr,1.0,1.0,era_unreliable
2019-08-22,Patiala,1.0,1.0,era_unreliable
2019-08-22,Rupnagar,1.0,1.0,era_unreliable
2019-08-22,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-22,Sangrur,1.0,1.0,era_unreliable
2019-08-22,Tarn Taran,1.0,1.0,era_unreliable
2019-08-23,Amritsar,1.0,1.0,era_unreliable
2019-08-23,Barnala,1.0,1.0,era_unreliable
2019-08-23,Bathinda,1.0,1.0,era_unreliable
2019-08-23,Faridkot,1.0,1.0,era_unreliable
2019-08-23,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-23,Firozpur,1.0,1.0,era_unreliable
2019-08-23,Gurdaspur,1.0,1.0,era_unreliable
2019-08-23,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-23,Jalandhar,1.0,1.0,era_unreliable
2019-08-23,Kapurthala,1.0,1.0,era_unreliable
2019-08-23,Ludhiana,1.0,1.0,era_unreliable
2019-08-23,Mansa,1.0,1.0,era_unreliable
2019-08-23,Moga,1.0,1.0,era_unreliable
2019-08-23,Muktsar,1.0,1.0,era_unreliable
2019-08-23,Nawanshahr,1.0,1.0,era_unreliable
2019-08-23,Patiala,1.0,1.0,era_unreliable
2019-08-23,Rupnagar,1.0,1.0,era_unreliable
2019-08-23,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-23,Sangrur,1.0,1.0,era_unreliable
2019-08-23,Tarn Taran,1.0,1.0,era_unreliable
2019-08-24,Amritsar,1.0,1.0,era_unreliable
2019-08-24,Barnala,1.0,1.0,era_unreliable
2019-08-24,Bathinda,1.0,1.0,era_unreliable
2019-08-24,Faridkot,1.0,1.0,era_unreliable
2019-08-24,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-24,Firozpur,1.0,1.0,era_unreliable
2019-08-24,Gurdaspur,1.0,1.0,era_unreliable
2019-08-24,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-24,Jalandhar,1.0,1.0,era_unreliable
2019-08-24,Kapurthala,1.0,1.0,era_unreliable
2019-08-24,Ludhiana,1.0,1.0,era_unreliable
2019-08-24,Mansa,1.0,1.0,era_unreliable
2019-08-24,Moga,1.0,1.0,era_unreliable
2019-08-24,Muktsar,1.0,1.0,era_unreliable
2019-08-24,Nawanshahr,1.0,1.0,era_unreliable
2019-08-24,Patiala,1.0,1.0,era_unreliable
2019-08-24,Rupnagar,1.0,1.0,era_unreliable
2019-08-24,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-24,Sangrur,1.0,1.0,era_unreliable
2019-08-24,Tarn Taran,1.0,1.0,era_unreliable
2019-08-25,Amritsar,1.0,1.0,era_unreliable
2019-08-25,Barnala,1.0,1.0,era_unreliable
2019-08-25,Bathinda,1.0,1.0,era_unreliable
2019-08-25,Faridkot,1.0,1.0,era_unreliable
2019-08-25,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-25,Firozpur,1.0,1.0,era_unreliable
2019-08-25,Gurdaspur,1.0,1.0,era_unreliable
2019-08-25,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-25,Jalandhar,1.0,1.0,era_unreliable
2019-08-25,Kapurthala,1.0,1.0,era_unreliable
2019-08-25,Ludhiana,1.0,1.0,era_unreliable
2019-08-25,Mansa,1.0,1.0,era_unreliable
2019-08-25,Moga,1.0,1.0,era_unreliable
2019-08-25,Muktsar,1.0,1.0,era_unreliable
2019-08-25,Nawanshahr,1.0,1.0,era_unreliable
2019-08-25,Patiala,1.0,1.0,era_unreliable
2019-08-25,Rupnagar,1.0,1.0,era_unreliable
2019-08-25,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-25,Sangrur,1.0,1.0,era_unreliable
2019-08-25,Tarn Taran,1.0,1.0,era_unreliable
2019-08-26,Amritsar,1.0,1.0,era_unreliable
2019-08-26,Barnala,1.0,1.0,era_unreliable
2019-08-26,Bathinda,1.0,1.0,era_unreliable
2019-08-26,Faridkot,1.0,1.0,era_unreliable
2019-08-26,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-26,Firozpur,1.0,1.0,era_unreliable
2019-08-26,Gurdaspur,1.0,1.0,era_unreliable
2019-08-26,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-26,Jalandhar,1.0,1.0,era_unreliable
2019-08-26,Kapurthala,1.0,1.0,era_unreliable
2019-08-26,Ludhiana,1.0,1.0,era_unreliable
2019-08-26,Mansa,1.0,1.0,era_unreliable
2019-08-26,Moga,1.0,1.0,era_unreliable
2019-08-26,Muktsar,1.0,1.0,era_unreliable
2019-08-26,Nawanshahr,1.0,1.0,era_unreliable
2019-08-26,Patiala,1.0,1.0,era_unreliable
2019-08-26,Rupnagar,1.0,1.0,era_unreliable
2019-08-26,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-26,Sangrur,1.0,1.0,era_unreliable
2019-08-26,Tarn Taran,1.0,1.0,era_unreliable
2019-08-27,Amritsar,1.0,1.0,era_unreliable
2019-08-27,Barnala,1.0,1.0,era_unreliable
2019-08-27,Bathinda,1.0,1.0,era_unreliable
2019-08-27,Faridkot,1.0,1.0,era_unreliable
2019-08-27,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-27,Firozpur,1.0,1.0,era_unreliable
2019-08-27,Gurdaspur,1.0,1.0,era_unreliable
2019-08-27,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-27,Jalandhar,1.0,1.0,era_unreliable
2019-08-27,Kapurthala,1.0,1.0,era_unreliable
2019-08-27,Ludhiana,1.0,1.0,era_unreliable
2019-08-27,Mansa,1.0,1.0,era_unreliable
2019-08-27,Moga,1.0,1.0,era_unreliable
2019-08-27,Muktsar,1.0,1.0,era_unreliable
2019-08-27,Nawanshahr,1.0,1.0,era_unreliable
2019-08-27,Patiala,1.0,1.0,era_unreliable
2019-08-27,Rupnagar,1.0,1.0,era_unreliable
2019-08-27,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-27,Sangrur,1.0,1.0,era_unreliable
2019-08-27,Tarn Taran,1.0,1.0,era_unreliable
2019-08-28,Amritsar,1.0,1.0,era_unreliable
2019-08-28,Barnala,1.0,1.0,era_unreliable
2019-08-28,Bathinda,1.0,1.0,era_unreliable
2019-08-28,Faridkot,1.0,1.0,era_unreliable
2019-08-28,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-28,Firozpur,1.0,1.0,era_unreliable
2019-08-28,Gurdaspur,1.0,1.0,era_unreliable
2019-08-28,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-28,Jalandhar,1.0,1.0,era_unreliable
2019-08-28,Kapurthala,1.0,1.0,era_unreliable
2019-08-28,Ludhiana,1.0,1.0,era_unreliable
2019-08-28,Mansa,1.0,1.0,era_unreliable
2019-08-28,Moga,1.0,1.0,era_unreliable
2019-08-28,Muktsar,1.0,1.0,era_unreliable
2019-08-28,Nawanshahr,1.0,1.0,era_unreliable
2019-08-28,Patiala,1.0,1.0,era_unreliable
2019-08-28,Rupnagar,1.0,1.0,era_unreliable
2019-08-28,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-28,Sangrur,1.0,1.0,era_unreliable
2019-08-28,Tarn Taran,1.0,1.0,era_unreliable
2019-08-29,Amritsar,1.0,1.0,era_unreliable
2019-08-29,Barnala,1.0,1.0,era_unreliable
2019-08-29,Bathinda,1.0,1.0,era_unreliable
2019-08-29,Faridkot,1.0,1.0,era_unreliable
2019-08-29,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-29,Firozpur,1.0,1.0,era_unreliable
2019-08-29,Gurdaspur,1.0,1.0,era_unreliable
2019-08-29,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-29,Jalandhar,1.0,1.0,era_unreliable
2019-08-29,Kapurthala,1.0,1.0,era_unreliable
2019-08-29,Ludhiana,1.0,1.0,era_unreliable
2019-08-29,Mansa,1.0,1.0,era_unreliable
2019-08-29,Moga,1.0,1.0,era_unreliable
2019-08-29,Muktsar,1.0,1.0,era_unreliable
2019-08-29,Nawanshahr,1.0,1.0,era_unreliable
2019-08-29,Patiala,1.0,1.0,era_unreliable
2019-08-29,Rupnagar,1.0,1.0,era_unreliable
2019-08-29,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-29,Sangrur,1.0,1.0,era_unreliable
2019-08-29,Tarn Taran,1.0,1.0,era_unreliable
2019-08-30,Amritsar,1.0,1.0,era_unreliable
2019-08-30,Barnala,1.0,1.0,era_unreliable
2019-08-30,Bathinda,1.0,1.0,era_unreliable
2019-08-30,Faridkot,1.0,1.0,era_unreliable
2019-08-30,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-30,Firozpur,1.0,1.0,era_unreliable
2019-08-30,Gurdaspur,1.0,1.0,era_unreliable
2019-08-30,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-30,Jalandhar,1.0,1.0,era_unreliable
2019-08-30,Kapurthala,1.0,1.0,era_unreliable
2019-08-30,Ludhiana,1.0,1.0,era_unreliable
2019-08-30,Mansa,1.0,1.0,era_unreliable
2019-08-30,Moga,1.0,1.0,era_unreliable
2019-08-30,Muktsar,1.0,1.0,era_unreliable
2019-08-30,Nawanshahr,1.0,1.0,era_unreliable
2019-08-30,Patiala,1.0,1.0,era_unreliable
2019-08-30,Rupnagar,1.0,1.0,era_unreliable
2019-08-30,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-30,Sangrur,1.0,1.0,era_unreliable
2019-08-30,Tarn Taran,1.0,1.0,era_unreliable
2019-08-31,Amritsar,1.0,1.0,era_unreliable
2019-08-31,Barnala,1.0,1.0,era_unreliable
2019-08-31,Bathinda,1.0,1.0,era_unreliable
2019-08-31,Faridkot,1.0,1.0,era_unreliable
2019-08-31,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-08-31,Firozpur,1.0,1.0,era_unreliable
2019-08-31,Gurdaspur,1.0,1.0,era_unreliable
2019-08-31,Hoshiarpur,1.0,1.0,era_unreliable
2019-08-31,Jalandhar,1.0,1.0,era_unreliable
2019-08-31,Kapurthala,1.0,1.0,era_unreliable
2019-08-31,Ludhiana,1.0,1.0,era_unreliable
2019-08-31,Mansa,1.0,1.0,era_unreliable
2019-08-31,Moga,1.0,1.0,era_unreliable
2019-08-31,Muktsar,1.0,1.0,era_unreliable
2019-08-31,Nawanshahr,1.0,1.0,era_unreliable
2019-08-31,Patiala,1.0,1.0,era_unreliable
2019-08-31,Rupnagar,1.0,1.0,era_unreliable
2019-08-31,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-08-31,Sangrur,1.0,1.0,era_unreliable
2019-08-31,Tarn Taran,1.0,1.0,era_unreliable
2019-09-01,Amritsar,1.0,1.0,era_unreliable
2019-09-01,Barnala,1.0,1.0,era_unreliable
2019-09-01,Bathinda,1.0,1.0,era_unreliable
2019-09-01,Faridkot,1.0,1.0,era_unreliable
2019-09-01,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-09-01,Firozpur,1.0,1.0,era_unreliable
2019-09-01,Gurdaspur,1.0,1.0,era_unreliable
2019-09-01,Hoshiarpur,1.0,1.0,era_unreliable
2019-09-01,Jalandhar,1.0,1.0,era_unreliable
2019-09-01,Kapurthala,1.0,1.0,era_unreliable
2019-09-01,Ludhiana,1.0,1.0,era_unreliable
2019-09-01,Mansa,1.0,1.0,era_unreliable
2019-09-01,Moga,1.0,1.0,era_unreliable
2019-09-01,Muktsar,1.0,1.0,era_unreliable
2019-09-01,Nawanshahr,1.0,1.0,era_unreliable
2019-09-01,Patiala,1.0,1.0,era_unreliable
2019-09-01,Rupnagar,1.0,1.0,era_unreliable
2019-09-01,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-09-01,Sangrur,1.0,1.0,era_unreliable
2019-09-01,Tarn Taran,1.0,1.0,era_unreliable
2019-09-02,Amritsar,1.0,1.0,era_unreliable
2019-09-02,Barnala,1.0,1.0,era_unreliable
2019-09-02,Bathinda,1.0,1.0,era_unreliable
2019-09-02,Faridkot,1.0,1.0,era_unreliable
2019-09-02,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-09-02,Firozpur,1.0,1.0,era_unreliable
2019-09-02,Gurdaspur,1.0,1.0,era_unreliable
2019-09-02,Hoshiarpur,1.0,1.0,era_unreliable
2019-09-02,Jalandhar,1.0,1.0,era_unreliable
2019-09-02,Kapurthala,1.0,1.0,era_unreliable
2019-09-02,Ludhiana,1.0,1.0,era_unreliable
2019-09-02,Mansa,1.0,1.0,era_unreliable
2019-09-02,Moga,1.0,1.0,era_unreliable
2019-09-02,Muktsar,1.0,1.0,era_unreliable
2019-09-02,Nawanshahr,1.0,1.0,era_unreliable
2019-09-02,Patiala,1.0,1.0,era_unreliable
2019-09-02,Rupnagar,1.0,1.0,era_unreliable
2019-09-02,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-09-02,Sangrur,1.0,1.0,era_unreliable
2019-09-02,Tarn Taran,1.0,1.0,era_unreliable
2019-09-03,Amritsar,1.0,1.0,era_unreliable
2019-09-03,Barnala,1.0,1.0,era_unreliable
2019-09-03,Bathinda,1.0,1.0,era_unreliable
2019-09-03,Faridkot,1.0,1.0,era_unreliable
2019-09-03,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-09-03,Firozpur,1.0,1.0,era_unreliable
2019-09-03,Gurdaspur,1.0,1.0,era_unreliable
2019-09-03,Hoshiarpur,1.0,1.0,era_unreliable
2019-09-03,Jalandhar,1.0,1.0,era_unreliable
2019-09-03,Kapurthala,1.0,1.0,era_unreliable
2019-09-03,Ludhiana,1.0,1.0,era_unreliable
2019-09-03,Mansa,1.0,1.0,era_unreliable
2019-09-03,Moga,1.0,1.0,era_unreliable
2019-09-03,Muktsar,1.0,1.0,era_unreliable
2019-09-03,Nawanshahr,1.0,1.0,era_unreliable
2019-09-03,Patiala,1.0,1.0,era_unreliable
2019-09-03,Rupnagar,1.0,1.0,era_unreliable
2019-09-03,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-09-03,Sangrur,1.0,1.0,era_unreliable
2019-09-03,Tarn Taran,1.0,1.0,era_unreliable
2019-09-04,Amritsar,1.0,1.0,era_unreliable
2019-09-04,Barnala,1.0,1.0,era_unreliable
2019-09-04,Bathinda,1.0,1.0,era_unreliable
2019-09-04,Faridkot,1.0,1.0,era_unreliable
2019-09-04,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-09-04,Firozpur,1.0,1.0,era_unreliable
2019-09-04,Gurdaspur,1.0,1.0,era_unreliable
2019-09-04,Hoshiarpur,1.0,1.0,era_unreliable
2019-09-04,Jalandhar,1.0,1.0,era_unreliable
2019-09-04,Kapurthala,1.0,1.0,era_unreliable
2019-09-04,Ludhiana,1.0,1.0,era_unreliable
2019-09-04,Mansa,1.0,1.0,era_unreliable
2019-09-04,Moga,1.0,1.0,era_unreliable
2019-09-04,Muktsar,1.0,1.0,era_unreliable
2019-09-04,Nawanshahr,1.0,1.0,era_unreliable
2019-09-04,Patiala,1.0,1.0,era_unreliable
2019-09-04,Rupnagar,1.0,1.0,era_unreliable
2019-09-04,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-09-04,Sangrur,1.0,1.0,era_unreliable
2019-09-04,Tarn Taran,1.0,1.0,era_unreliable
2019-09-05,Amritsar,1.0,1.0,era_unreliable
2019-09-05,Barnala,1.0,1.0,era_unreliable
2019-09-05,Bathinda,1.0,1.0,era_unreliable
2019-09-05,Faridkot,1.0,1.0,era_unreliable
2019-09-05,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-09-05,Firozpur,1.0,1.0,era_unreliable
2019-09-05,Gurdaspur,1.0,1.0,era_unreliable
2019-09-05,Hoshiarpur,1.0,1.0,era_unreliable
2019-09-05,Jalandhar,1.0,1.0,era_unreliable
2019-09-05,Kapurthala,1.0,1.0,era_unreliable
2019-09-05,Ludhiana,1.0,1.0,era_unreliable
2019-09-05,Mansa,1.0,1.0,era_unreliable
2019-09-05,Moga,1.0,1.0,era_unreliable
2019-09-05,Muktsar,1.0,1.0,era_unreliable
2019-09-05,Nawanshahr,1.0,1.0,era_unreliable
2019-09-05,Patiala,1.0,1.0,era_unreliable
2019-09-05,Rupnagar,1.0,1.0,era_unreliable
2019-09-05,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-09-05,Sangrur,1.0,1.0,era_unreliable
2019-09-05,Tarn Taran,1.0,1.0,era_unreliable
2019-09-06,Amritsar,1.0,1.0,era_unreliable
2019-09-06,Barnala,1.0,1.0,era_unreliable
2019-09-06,Bathinda,1.0,1.0,era_unreliable
2019-09-06,Faridkot,1.0,1.0,era_unreliable
2019-09-06,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-09-06,Firozpur,1.0,1.0,era_unreliable
2019-09-06,Gurdaspur,1.0,1.0,era_unreliable
2019-09-06,Hoshiarpur,1.0,1.0,era_unreliable
2019-09-06,Jalandhar,1.0,1.0,era_unreliable
2019-09-06,Kapurthala,1.0,1.0,era_unreliable
2019-09-06,Ludhiana,1.0,1.0,era_unreliable
2019-09-06,Mansa,1.0,1.0,era_unreliable
2019-09-06,Moga,1.0,1.0,era_unreliable
2019-09-06,Muktsar,1.0,1.0,era_unreliable
2019-09-06,Nawanshahr,1.0,1.0,era_unreliable
2019-09-06,Patiala,1.0,1.0,era_unreliable
2019-09-06,Rupnagar,1.0,1.0,era_unreliable
2019-09-06,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-09-06,Sangrur,1.0,1.0,era_unreliable
2019-09-06,Tarn Taran,1.0,1.0,era_unreliable
2019-09-07,Amritsar,1.0,1.0,era_unreliable
2019-09-07,Barnala,1.0,1.0,era_unreliable
2019-09-07,Bathinda,1.0,1.0,era_unreliable
2019-09-07,Faridkot,1.0,1.0,era_unreliable
2019-09-07,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-09-07,Firozpur,1.0,1.0,era_unreliable
2019-09-07,Gurdaspur,1.0,1.0,era_unreliable
2019-09-07,Hoshiarpur,1.0,1.0,era_unreliable
2019-09-07,Jalandhar,1.0,1.0,era_unreliable
2019-09-07,Kapurthala,1.0,1.0,era_unreliable
2019-09-07,Ludhiana,1.0,1.0,era_unreliable
2019-09-07,Mansa,1.0,1.0,era_unreliable
2019-09-07,Moga,1.0,1.0,era_unreliable
2019-09-07,Muktsar,1.0,1.0,era_unreliable
2019-09-07,Nawanshahr,1.0,1.0,era_unreliable
2019-09-07,Patiala,1.0,1.0,era_unreliable
2019-09-07,Rupnagar,1.0,1.0,era_unreliable
2019-09-07,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-09-07,Sangrur,1.0,1.0,era_unreliable
2019-09-07,Tarn Taran,1.0,1.0,era_unreliable
2019-09-08,Amritsar,1.0,1.0,era_unreliable
2019-09-08,Barnala,1.0,1.0,era_unreliable
2019-09-08,Bathinda,1.0,1.0,era_unreliable
2019-09-08,Faridkot,1.0,1.0,era_unreliable
2019-09-08,Fatehgarh Sahib,1.0,1.0,era_unreliable
2019-09-08,Firozpur,1.0,1.0,era_unreliable
2019-09-08,Gurdaspur,1.0,1.0,era_unreliable
2019-09-08,Hoshiarpur,1.0,1.0,era_unreliable
2019-09-08,Jalandhar,1.0,1.0,era_unreliable
2019-09-08,Kapurthala,1.0,1.0,era_unreliable
2019-09-08,Ludhiana,1.0,1.0,era_unreliable
2019-09-08,Mansa,1.0,1.0,era_unreliable
2019-09-08,Moga,1.0,1.0,era_unreliable
2019-09-08,Muktsar,1.0,1.0,era_unreliable
2019-09-08,Nawanshahr,1.0,1.0,era_unreliable
2019-09-08,Patiala,1.0,1.0,era_unreliable
2019-09-08,Rupnagar,1.0,1.0,era_unreliable
2019-09-08,Sahibzada Ajit Singh Nagar,1.0,1.0,era_unreliable
2019-09-08,Sangrur,1.0,1.0,era_unreliable
2019-09-08,Tarn Taran,1.0,1.0,era_unreliable
2019-09-09,Amritsar,1.0,1.0,era_unreliable
2019-09-09,Barnala,1.0,1.0,era_unreliable
2019-09-09,Bathinda,1.0,1.0,era_unreliable
2019-09-09,Faridkot,1.0,1.0,era_unreliable
